"","SPP","SEX","AGE","BIOYR","CALYR","MMDD","SAMPLE_MET","ANYPOSNO","Id","x","y"
"287","MD","F",">=2",2004,2005,124,"Harvest","NEG",16618,481517.833964832,4534783.50270067
"288","MD","F",">=2",2004,2005,124,"Harvest","NEG",16618,481831.086245112,4534948.95476525
"289","MD","F",">=2",2004,2005,121,"Harvest","NEG",16618,481384.380247936,4534734.58327682
"290","MD","M",">=2",2004,2004,1101,"Harvest","NEG",16618,481653.228016131,4534778.42239451
"291","MD","M",">=2",2004,2004,1022,"Harvest","POS",16618,481698.788267121,4534975.55467573
"292","MD","F","<1",2004,2004,1221,"Harvest","NEG",16618,481568.017414488,4537752.36247858
"293","MD","M","<1",2004,2004,1214,"Harvest","NEG",16618,481666.303211167,4538042.95256814
"294","MD","F",">=2",2004,2005,118,"Harvest","NEG",16618,481373.648293406,4537871.17520502
"295","MD","F",">=2",2004,2004,1220,"Harvest","POS",16614,481143.299529329,4525334.90503705
"296","MD","F",">=2",2004,2004,1104,"Harvest","NEG",16606,481751.338762395,4499614.45452569
"297","MD","M",">=2",2004,2004,1104,"Harvest","NEG",16606,481580.571048498,4499681.18311128
"298","MD","M",">=2",2004,2004,1104,"Harvest","NEG",16606,481577.3191517,4499344.3794973
"299","MD","M",">=2",2004,2004,1108,"Harvest","NEG",16606,481530.848806888,4499200.34606735
"300","MD","M",">=2",2004,2004,1102,"Harvest","NEG",16609,481242.621299699,4510334.03559189
"301","MD","M",">=2",2004,2004,1115,"Harvest","NEG",16609,481215.311807655,4510514.44800823
"302","MD","M",">=2",2004,2004,1108,"Harvest","NEG",16607,481250.997331113,4502972.84326502
"303","MD","F",">=2",2004,2004,1107,"Harvest","NEG",16608,481874.792124145,4505729.88683704
"304","MD","M",">=2",2004,2004,1021,"Harvest","NEG",16608,481250.92894081,4505585.11220787
"305","MD","M","1",2004,2004,1110,"Harvest","NEG",16610,481423.98646567,4512213.74150784
"306","MD","M",">=2",2004,2004,1110,"Harvest","NEG",16610,481733.710789308,4512439.32106913
"307","MD","M",">=2",2004,2004,1101,"Harvest","NEG",16610,481808.336131901,4513488.52373391
"308","MD","F",">=2",2004,2005,201,"Harvest","NEG",16613,481679.760789886,4520097.53537023
"309","MD","F",">=2",2004,2005,131,"Harvest","NEG",16593,481860.725056939,4462334.32937665
"310","MD","M",">=2",2004,2004,1017,"Harvest","NEG",16593,481478.473025002,4462315.67142839
"311","MD","M",">=2",2004,2004,1112,"Harvest","NEG",16593,481358.59283749,4462241.06222736
"312","MD","M",">=2",2004,2004,1112,"Harvest","NEG",16593,481569.282844663,4461966.43095995
"313","MD","F",">=2",2004,2005,112,"Harvest","POS",16593,481817.716612794,4461007.62876324
"314","MD","F",">=2",2004,2004,1005,"Harvest","NEG",16592,482032.277635321,4457806.41820247
"315","MD","F",">=2",2004,2004,1207,"Harvest","NEG",16747,482724.236920521,4477071.23353148
"316","MD","M",">=2",2004,2004,1107,"Harvest","NEG",16744,482591.50385569,4468843.28673307
"317","MD","M",">=2",2004,2004,1112,"Harvest","NEG",16744,482841.189691156,4468739.20330454
"318","MD","F",">=2",2004,2004,1022,"Harvest","POS",16748,482813.311168559,4480027.8310248
"319","MD","F",">=2",2004,2004,919,"Harvest","NEG",16750,483116.407597728,4486884.8912376
"320","MD","M",">=2",2004,2004,1108,"Harvest","POS",16745,483159.622692786,4469028.10191262
"321","MD","F",">=2",2004,2004,1123,"Harvest","NEG",16764,483070.040470883,4528206.85335831
"322","MD","F",">=2",2004,2004,1123,"Harvest","POS",16764,482744.403894395,4528446.11707167
"323","MD","M",">=2",2004,2004,1111,"Harvest","NEG",16752,483221.717662528,4491634.35502213
"324","MD","M",">=2",2004,2004,1111,"Harvest","POS",16752,482823.940019846,4491468.13893777
"325","MD","F",">=2",2004,2004,1124,"Harvest","POS",16767,483317.828486107,4535241.81106194
"326","MD","M",">=2",2004,2004,1202,"Harvest","NEG",16755,483506.073550679,4499532.05132608
"327","MD","M",">=2",2004,2004,1202,"Harvest","NEG",16755,483195.275538772,4499153.01141509
"328","MD","M","1",2004,2004,1017,"Harvest","NEG",16756,483186.318924412,4504544.78634555
"329","MD","M",">=2",2004,2004,1108,"Harvest","NEG",16756,482792.1042656,4504384.39035784
"330","MD","F",">=2",2004,2004,1023,"Harvest","NEG",16754,483239.187720411,4496125.40887987
"331","MD","M",">=2",2004,2004,1104,"Harvest","POS",16757,482959.200296015,4505703.71859416
"332","MD","M",">=2",2004,2004,1112,"Harvest","NEG",16757,482963.465408161,4507818.15484527
"333","MD","M",">=2",2004,2004,1112,"Harvest","NEG",16757,482792.065646425,4507696.63871962
"334","MD","M",">=2",2004,2004,1108,"Harvest","NEG",16762,483047.306022123,4520479.91803949
"335","MD","F",">=2",2004,2005,104,"Harvest","NEG",16761,483457.01121603,4517373.98970636
"336","MD","M",">=2",2004,2004,1110,"Harvest","POS",16743,482904.073718518,4463584.35357157
"337","MD","M",">=2",2004,2004,1110,"Harvest","POS",16743,483445.299978323,4464072.19329216
"338","MD","M",">=2",2004,2004,1017,"Harvest","NEG",16743,483122.423277572,4465431.30389736
"339","MD","M",">=2",2004,2004,1016,"Harvest","NEG",16747,483352.254634835,4475896.29136639
"340","MD","F",">=2",2004,2004,1230,"Harvest","NEG",16748,484117.101928875,4478150.61048587
"341","MD","F",">=2",2004,2004,1206,"Harvest","NEG",16744,484180.114509448,4468568.50158003
"342","MD","F","<1",2004,2004,1112,"Harvest","NEG",16749,484839.414627537,4482080.57804821
"343","MD","M",">=2",2004,2004,1107,"Harvest","POS",16750,484607.222796373,4486371.27847871
"344","MD","M",">=2",2004,2004,1109,"Harvest","NEG",16749,484260.177456833,4483408.64855923
"345","MD","F",">=2",2004,2004,1022,"Harvest","NEG",16752,484888.577800892,4491415.58245051
"346","MD","M",">=2",2004,2004,1104,"Harvest","NEG",16752,485019.037536062,4491224.69577084
"347","MD","M",">=2",2004,2004,1101,"Harvest","NEG",16752,484722.84024483,4492774.07109211
"348","MD","F",">=2",2004,2004,1221,"Harvest","NEG",16766,484762.044720992,4532995.61405364
"349","MD","M",">=2",2004,2004,1018,"Harvest","NEG",16766,484599.157555111,4533263.45788608
"350","MD","M",">=2",2004,2004,1108,"Harvest","NEG",16766,484770.042470925,4533493.21628954
"351","MD","M",">=2",2004,2004,1108,"Harvest","NEG",16766,484967.731582642,4533506.62709694
"352","MD","M",">=2",2004,2004,1018,"Harvest","NEG",16755,484670.624016933,4501425.18054541
"353","MD","M",">=2",2004,2004,1018,"Harvest","NEG",16755,484608.016260304,4500874.70291309
"354","MD","M",">=2",2004,2004,1101,"Harvest","NEG",16758,484518.319469862,4510661.45776572
"355","MD","M",">=2",2004,2004,1108,"Harvest","NEG",16758,484716.330382027,4510873.44524475
"356","MD","M",">=2",2004,2004,913,"Harvest","NEG",16758,484628.625400715,4508734.45403685
"357","MD","F",">=2",2004,2004,1108,"Harvest","NEG",16757,484673.553929523,4505576.94236128
"358","MD","M","1",2004,2004,1116,"Harvest","NEG",16760,484923.030470841,4515388.1267788
"359","MD","F","1",2004,2005,118,"Harvest","NEG",16741,484608.868572272,4457455.24353349
"360","MD","M",">=2",2004,2004,1108,"Harvest","NEG",16893,486150.705486141,4468124.68654215
"361","MD","M",">=2",2004,2004,1108,"Harvest","POS",16901,486255.842091687,4490485.63789555
"362","MD","F",">=2",2004,2005,131,"Harvest","NEG",16894,486506.850955129,4470373.38056482
"363","MD","F",">=2",2004,2004,1007,"Harvest","POS",16894,486334.47247041,4470358.16790397
"364","MD","F","1",2004,2004,914,"Harvest","NEG",16895,486274.704950422,4473416.63911723
"365","MD","M","1",2004,2004,1112,"Harvest","NEG",16893,486239.845476627,4468540.30704511
"366","MD","F",">=2",2004,2004,1108,"Harvest","NEG",16897,486017.252664201,4478773.15919404
"367","MD","M","1",2004,2004,1105,"Harvest","NEG",16903,486474.475337408,4496060.46146274
"368","MD","M",">=2",2004,2004,1018,"Harvest","NEG",16904,486209.908240132,4501517.68177715
"369","MD","F",">=2",2004,2004,1028,"Harvest","NEG",16915,486255.672620699,4535072.36272226
"370","MD","F",">=2",2004,2004,1107,"Harvest","NEG",16915,486462.663394175,4533248.69720073
"371","MD","F",">=2",2004,2005,128,"Harvest","NEG",16915,486705.666659176,4532990.93679165
"372","MD","M",">=2",2004,2004,1018,"Harvest","NEG",16915,486197.975099981,4533144.92766367
"373","MD","F",">=2",2004,2005,103,"Harvest","NEG",16914,486759.545911901,4531233.85304409
"374","MD","M",">=2",2004,2004,1110,"Harvest","POS",16914,486672.717656247,4531865.31591053
"375","MD","F",">=2",2004,2004,1105,"Harvest","NEG",16910,486248.737285256,4518353.76759863
"376","MD","M",">=2",2004,2004,1107,"Harvest","NEG",16891,486854.165003747,4461059.2210173
"377","MD","F",">=2",2004,2005,201,"Harvest","NEG",16895,488179.849271581,4473981.54585207
"378","MD","F",">=2",2004,2005,201,"Harvest","POS",16895,488194.823168136,4473428.57085833
"379","MD","M",">=2",2004,2004,1018,"Harvest","NEG",16898,487599.931311816,4481895.42424395
"380","MD","F","<1",2004,2004,1221,"Harvest","NEG",17062,487613.083704717,4528658.38711574
"381","MD","M","1",2004,2004,1018,"Harvest","NEG",17064,487991.788573489,4533297.09591933
"382","MD","F",">=2",2004,2004,1129,"Harvest","NEG",17064,488203.166955076,4533281.41733848
"383","MD","F",">=2",2004,2004,1220,"Harvest","NEG",17064,488330.577774271,4532725.79166416
"384","MD","F",">=2",2004,2005,110,"Harvest","NEG",17064,487669.708172716,4533163.4274102
"385","MD","F",">=2",2004,2005,110,"Harvest","NEG",17064,487632.384463511,4532913.91995393
"386","MD","M",">=2",2004,2004,1107,"Harvest","POS",17064,487711.431346573,4532772.95663573
"387","MD","M",">=2",2004,2004,1108,"Harvest","NEG",17060,487834.007435605,4520546.2943842
"388","MD","F",">=2",2004,2004,1107,"Harvest","NEG",17040,488334.839328729,4462083.94025558
"389","MD","F",">=2",2004,2004,1126,"Harvest","NEG",17044,489162.246905074,4472247.32109019
"390","MD","F",">=2",2004,2005,201,"Harvest","NEG",17044,489576.058718428,4473909.74742185
"391","MD","F","<1",2004,2004,1228,"Harvest","NEG",17062,489623.536959529,4526683.75628232
"392","MD","F",">=2",2004,2004,1228,"Harvest","NEG",17062,489871.651056647,4526307.05319192
"393","MD","F","1",2004,2004,921,"Harvest","NEG",17041,489440.961055025,4463960.63995905
"394","MD","M",">=2",2004,2004,1019,"Harvest","POS",17193,491273.128385663,4471871.69769634
"395","MD","M",">=2",2004,2004,1022,"Harvest","NEG",17209,491328.37723808,4520048.78426961
"396","MD","M",">=2",2004,2004,1022,"Harvest","POS",17209,491385.018786579,4520138.64271886
"397","MD","F",">=2",2004,2005,201,"Harvest","NEG",17189,491462.184192836,4460834.92011334
"398","MD","F",">=2",2004,2004,1110,"Harvest","NEG",17193,492908.81233748,4472220.83025683
"399","MD","F",">=2",2004,2004,917,"Harvest","NEG",17344,494295.711614057,4480458.75489046
"400","MD","M",">=2",2004,2004,917,"Harvest","POS",17338,494179.38198711,4460960.90289354
"401","MD","M",">=2",2004,2004,901,"Harvest","NEG",17348,495912.197392993,4493365.01558766
"402","MD","F",">=2",2004,2004,924,"Harvest","NEG",17645,500808.596116006,4490041.8725113
"403","MD","F",">=2",2004,2004,1030,"Harvest","NEG",17639,503099.844826885,4469671.97850657
"404","MD","F","1",2005,2005,913,"Harvest","NEG",13042,409458.68571353,4535703.59058119
"405","MD","M","1",2005,2005,1108,"Harvest","NEG",13191,411482.960264944,4537457.0771763
"406","MD","M","1",2005,2005,1108,"Harvest","NEG",13191,411341.341122426,4537530.25631867
"407","MD","M",">=2",2005,2005,1108,"Harvest","NEG",13191,411661.481532827,4537907.14544094
"408","MD","M",">=2",2005,2005,1028,"Harvest","NEG",13190,411603.781028457,4533077.15462524
"409","MD","M",">=2",2005,2005,1028,"Harvest","NEG",13190,411924.535196826,4532965.06393629
"410","MD","F",">=2",2005,2005,1111,"Harvest","NEG",13341,413111.045621276,4538238.59252083
"411","MD","M",">=2",2005,2005,1111,"Harvest","NEG",13341,413740.068122499,4537743.51500115
"412","MD","F",">=2",2005,2005,829,"Harvest","NEG",13637,420286.798433743,4533605.67956209
"413","MD","M",">=2",2005,2005,1206,"Harvest","NEG",13638,420875.358004689,4537142.12009115
"414","MD","M","1",2005,2005,1031,"Harvest","NEG",13638,421126.366688967,4537471.00515531
"415","MD","M",">=2",2005,2005,1122,"Harvest","NEG",13635,421795.763652131,4525661.76114908
"416","MD","F","<1",2005,2005,1121,"Harvest","NEG",13638,422066.976561651,4536044.12382728
"417","MD","M",">=2",2005,2005,1024,"Harvest","NEG",13638,421674.450491436,4538205.92388425
"418","MD","M","<1",2005,2005,1108,"Harvest","NEG",13637,421410.605623476,4534257.75503206
"419","MD","M",">=2",2005,2005,1121,"Harvest","NEG",13783,422376.963825539,4523740.91344145
"420","MD","F",">=2",2005,2005,1122,"Harvest","NEG",13787,422158.964891024,4536246.52614324
"421","MD","M",">=2",2005,2005,1102,"Harvest","NEG",13786,423741.602650791,4532664.86004073
"422","MD","M",">=2",2005,2005,1122,"Harvest","NEG",13786,424440.288212843,4532448.25359493
"423","MD","F","1",2005,2005,1027,"Harvest","NEG",13935,424907.84505149,4533505.43494956
"424","MD","M",">=2",2005,2005,1027,"Harvest","NEG",13935,425341.897611409,4533582.18015456
"425","MD","M",">=2",2005,2005,1030,"Harvest","NEG",13932,427684.275888607,4525401.44965534
"426","MD","M",">=2",2005,2005,1030,"Harvest","POS",13932,427522.590695091,4525216.90497563
"427","MD","M","1",2005,2005,1114,"Harvest","NEG",13935,427840.342816763,4533654.45231531
"428","MD","F","1",2005,2005,830,"Harvest","NEG",14528,438411.209093742,4525469.2343583
"429","MD","M",">=2",2005,2005,912,"Harvest","NEG",14529,439945.404772684,4527113.50222009
"430","MD","M","1",2005,2005,901,"Harvest","NEG",14679,441411.813441761,4530210.54554032
"431","MD","M","1",2005,2005,828,"Harvest","POS",14677,441738.319277517,4525156.61739194
"432","MD","M",">=2",2005,2005,1114,"Harvest","NEG",14680,442667.619720988,4532232.94647797
"433","MD","M",">=2",2005,2005,1024,"Harvest","NEG",14680,442732.849098362,4533767.41445605
"434","MD","M","1",2005,2005,1027,"Harvest","NEG",14829,443936.253092915,4532846.68194532
"435","MD","F",">=2",2005,2005,916,"Harvest","NEG",14830,444538.747601718,4536109.87337518
"436","MD","M","<1",2005,2005,918,"Harvest","NEG",14979,446567.458909974,4537602.68734738
"437","MD","M","1",2005,2005,1027,"Harvest","NEG",14973,447157.778712027,4519817.46062094
"438","MD","M",">=2",2005,2005,916,"Harvest","NEG",14976,447373.517133102,4526801.60305705
"439","MD","M",">=2",2005,2005,919,"Harvest","NEG",14976,447785.752744034,4526859.92960762
"440","MD","F",">=2",2005,2005,919,"Harvest","NEG",14979,447700.234878063,4536527.58770728
"441","MD","F",">=2",2005,2005,918,"Harvest","NEG",14979,447612.520142086,4536071.12097678
"442","MD","M",">=2",2005,2005,1027,"Harvest","NEG",14973,448295.313953273,4519306.49506224
"443","MD","F","<1",2005,2005,1031,"Harvest","NEG",15119,449438.228045456,4509420.33074052
"444","MD","M","1",2005,2005,1117,"Harvest","NEG",15120,449502.993075341,4513749.02425192
"445","MD","F",">=2",2005,2005,902,"Harvest","NEG",15126,449012.554357171,4529913.80336036
"446","MD","F",">=2",2005,2005,1112,"Harvest","NEG",15120,449554.718369246,4511725.90595765
"447","MD","F",">=2",2005,2005,1121,"Harvest","NEG",15120,449799.841906294,4513510.85757862
"448","MD","F","1",2005,2005,1027,"Harvest","NEG",15127,450301.832980208,4533686.62710576
"449","MD","M",">=2",2005,2005,1027,"Harvest","NEG",15127,450305.210368812,4533969.65644038
"450","MD","M","1",2005,2005,1111,"Harvest","NEG",15120,450668.564289778,4511976.15971743
"451","MD","F","1",2005,2005,907,"Harvest","NEG",15127,450928.956731699,4532926.65700758
"452","MD","M",">=2",2005,2005,829,"Harvest","NEG",15118,451261.362983495,4507327.96953167
"453","MD","M","1",2005,2005,1111,"Harvest","NEG",15126,452207.335831501,4530778.46172859
"454","MD","M",">=2",2005,2005,1111,"Harvest","NEG",15126,452209.844581313,4530374.31895544
"455","MD","M",">=2",2005,2005,1031,"Harvest","NEG",15277,452482.172018133,4537059.66017259
"456","MD","M",">=2",2005,2005,1121,"Harvest","NEG",15268,452640.695939846,4508519.42590047
"457","MD","F",">=2",2005,2005,910,"Harvest","NEG",15271,452804.954313084,4520154.78601862
"458","MD","F",">=2",2005,2005,914,"Harvest","NEG",15268,452883.835808553,4510146.3535679
"459","MD","M","1",2005,2005,913,"Harvest","NEG",15268,453082.252634764,4508631.02522548
"460","MD","M",">=2",2005,2005,1108,"Harvest","NEG",15275,453080.33446455,4529343.11955605
"461","MD","M","1",2005,2005,1121,"Harvest","NEG",15267,453250.006102413,4506131.11323577
"462","MD","M",">=2",2005,2005,1122,"Harvest","NEG",15269,453949.166662969,4513907.88338396
"463","MD","M",">=2",2005,2005,1121,"Harvest","NEG",15270,453799.033580087,4515715.72840523
"464","MD","M",">=2",2005,2005,1112,"Harvest","NEG",15275,454200.332037255,4531172.30378654
"465","MD","M",">=2",2005,2005,1027,"Harvest","NEG",15271,454554.236422591,4518345.72689239
"466","MD","M",">=2",2005,2005,1031,"Harvest","POS",15277,454206.540855221,4535761.73160449
"467","MD","F",">=2",2005,2005,1120,"Harvest","NEG",15268,454876.937907055,4510748.88664114
"468","MD","M",">=2",2005,2005,1026,"Harvest","NEG",15418,455581.633570403,4511325.11970157
"469","MD","M",">=2",2005,2005,1108,"Harvest","NEG",15425,456087.00583297,4534903.58696914
"470","MD","M",">=2",2005,2005,1029,"Harvest","NEG",15422,456837.623799473,4525993.12390134
"471","MD","F",">=2",2005,2005,1123,"Harvest","NEG",15419,456442.079132698,4514614.68876389
"472","MD","M",">=2",2005,2005,1123,"Harvest","NEG",15419,456405.188106462,4514520.39315098
"473","MD","M",">=2",2005,2005,1121,"Harvest","NEG",15426,456649.668894775,4537363.94314338
"474","MD","M",">=2",2005,2005,1117,"Harvest","NEG",15426,457346.43653661,4535810.08832958
"475","MD","M",">=2",2005,2005,1118,"Harvest","NEG",15572,458096.827218272,4528038.21331904
"476","MD","M",">=2",2005,2005,1121,"Harvest","NEG",15567,458858.678350121,4512954.71111977
"477","MD","M","1",2005,2005,1027,"Harvest","NEG",15572,460872.54569643,4528082.84364001
"478","MD","F",">=2",2005,2005,1120,"Harvest","NEG",15715,461770.370432682,4509226.25982046
"479","MD","M",">=2",2005,2005,1108,"Harvest","POS",15715,462796.737603605,4508244.23440855
"480","MD","F",">=2",2005,2005,1122,"Harvest","NEG",15721,462820.692052923,4528259.87415167
"481","MD","M",">=2",2005,2005,1207,"Harvest","NEG",15720,463856.244598106,4524583.72686487
"482","MD","F",">=2",2005,2005,1129,"Harvest","NEG",15864,463868.590696156,4510549.04173856
"483","MD","M",">=2",2005,2005,1108,"Harvest","NEG",15873,464648.604736209,4536826.32375933
"484","MD","M",">=2",2005,2005,1119,"Harvest","NEG",15870,464910.446509995,4527437.97109373
"485","MD","F",">=2",2005,2005,1108,"Harvest","NEG",15867,464651.758384287,4518858.74668788
"486","MD","M",">=2",2005,2005,1108,"Harvest","NEG",15867,465173.775035843,4519107.03485347
"487","MD","M","1",2005,2005,1121,"Harvest","NEG",15867,465246.147708431,4517684.28102132
"488","MD","F",">=2",2005,2005,1023,"Harvest","NEG",15865,465166.835993201,4512306.04491501
"489","MD","M",">=2",2005,2005,1106,"Harvest","NEG",15865,465050.434020393,4512827.15397669
"490","MD","F",">=2",2005,2005,1024,"Harvest","NEG",15872,465578.754015826,4534025.99559124
"491","MD","M",">=2",2005,2005,1101,"Harvest","NEG",15868,465624.184328556,4522628.44311377
"492","MD","M",">=2",2005,2005,1130,"Harvest","NEG",15867,465311.812142625,4520170.86594611
"493","MD","M",">=2",2005,2005,1024,"Harvest","NEG",15873,466069.726160176,4535208.75362762
"494","MD","M",">=2",2005,2005,1123,"Harvest","NEG",15873,466067.473576412,4535303.16892777
"495","MD","M","1",2005,2005,1117,"Harvest","NEG",15873,466241.089819454,4536589.20818891
"496","MD","F",">=2",2005,2005,1108,"Harvest","NEG",15857,466444.312276438,4488181.59574137
"497","MD","M",">=2",2005,2005,1117,"Harvest","NEG",15869,466158.655172288,4525930.33379279
"498","MD","F","1",2005,2005,1107,"Harvest","NEG",15859,466383.329382978,4493262.74173218
"499","MD","M",">=2",2005,2005,1110,"Harvest","NEG",15859,466872.422277614,4494483.9905431
"500","MD","F",">=2",2005,2005,1107,"Harvest","NEG",15864,466389.391882174,4511314.11011764
"501","MD","F",">=2",2005,2005,1121,"Harvest","NEG",15865,466600.709336847,4512342.09998233
"502","MD","M","1",2005,2005,913,"Harvest","NEG",15857,466916.251983464,4489647.26130854
"503","MD","M",">=2",2005,2005,1125,"Harvest","NEG",16004,467344.61185573,4483701.72086296
"504","MD","M",">=2",2005,2005,1117,"Harvest","NEG",16022,467337.750855841,4535698.96953449
"505","MD","M",">=2",2005,2005,1121,"Harvest","NEG",16019,467265.799425937,4529002.00571772
"506","MD","F","<1",2005,2005,1023,"Harvest","NEG",16019,466868.584080227,4526869.959282
"507","MD","F",">=2",2005,2005,1023,"Harvest","NEG",16019,467171.647875756,4526874.32799532
"508","MD","M",">=2",2005,2005,1028,"Harvest","NEG",16011,467542.498087712,4503465.79501273
"509","MD","M",">=2",2005,2005,1202,"Harvest","NEG",16013,467376.919695444,4508341.27403869
"510","MD","M",">=2",2005,2005,1202,"Harvest","NEG",16013,467637.709526986,4508928.53845357
"511","MD","M","1",2005,2005,1025,"Harvest","NEG",16012,467870.206091262,4507046.30986731
"512","MD","F","1",2005,2005,1024,"Harvest","NEG",16012,467769.155391075,4505772.98450393
"513","MD","F",">=2",2005,2005,1105,"Harvest","NEG",16019,468266.867117174,4526219.52827935
"514","MD","M",">=2",2005,2005,1123,"Harvest","NEG",16019,467874.775165096,4526258.76897768
"515","MD","F",">=2",2005,2005,1106,"Harvest","NEG",16005,468230.945211142,4486211.44289199
"516","MD","M","1",2005,2005,1024,"Harvest","NEG",16017,468282.158868782,4520400.01682456
"517","MD","M",">=2",2005,2005,1024,"Harvest","NEG",16017,468088.478112429,4519624.27221409
"518","MD","M",">=2",2005,2005,1118,"Harvest","NEG",16007,468165.092406929,4491753.76611558
"519","MD","M",">=2",2005,2005,1026,"Harvest","NEG",16009,468198.061929673,4497837.43315571
"520","MD","F",">=2",2005,2005,1025,"Harvest","NEG",16010,468409.936118215,4501347.41101584
"521","MD","M",">=2",2005,2005,1108,"Harvest","NEG",16013,468373.207612686,4508950.9621877
"522","MD","F",">=2",2005,2005,1106,"Harvest","NEG",16012,468320.618540943,4507003.86364803
"523","MD","F",">=2",2005,2005,1111,"Harvest","NEG",16012,468268.987434134,4506889.15034895
"524","MD","F",">=2",2005,2005,1208,"Harvest","NEG",16012,468258.407946639,4507424.80654166
"525","MD","F",">=2",2005,2005,1208,"Harvest","NEG",16012,468612.330100462,4507617.60114309
"526","MD","F",">=2",2005,2005,1112,"Harvest","NEG",16022,468519.455349699,4535238.84488581
"527","MD","M",">=2",2005,2005,1120,"Harvest","NEG",16019,468731.690126479,4527875.8008482
"528","MD","M",">=2",2005,2005,1110,"Harvest","NEG",16008,468980.487108253,4492998.09134942
"529","MD","M",">=2",2005,2005,1026,"Harvest","NEG",16015,468970.604754724,4514099.56075459
"530","MD","F","<1",2005,2005,1121,"Harvest","NEG",16012,469375.060755536,4506554.03740731
"531","MD","M",">=2",2005,2005,1118,"Harvest","NEG",16022,469255.084085926,4535839.80451388
"532","MD","F",">=2",2005,2005,1106,"Harvest","NEG",16017,469758.604772352,4522166.91099533
"533","MD","M",">=2",2005,2005,1024,"Harvest","NEG",16008,469554.51557482,4493517.68258601
"534","MD","M",">=2",2005,2005,1117,"Harvest","NEG",16156,470938.392637245,4492208.49877163
"535","MD","M",">=2",2005,2005,1022,"Harvest","NEG",16157,470876.409330606,4495256.25575645
"536","MD","M",">=2",2005,2005,1024,"Harvest","NEG",16164,470887.922067851,4517064.03185793
"537","MD","M",">=2",2005,2005,1029,"Harvest","POS",16171,471513.188984014,4537588.96809809
"538","MD","F",">=2",2005,2006,117,"Harvest","NEG",16171,471442.864665531,4537682.02265254
"539","MD","M",">=2",2005,2005,1120,"Harvest","NEG",16171,471215.930164628,4535611.90527698
"540","MD","F","1",2005,2005,1117,"Harvest","NEG",16156,471507.830142438,4490990.08377378
"541","MD","F",">=2",2005,2005,1117,"Harvest","NEG",16156,471270.591827877,4491087.96826524
"542","MD","M",">=2",2005,2005,1117,"Harvest","NEG",16156,471663.468174472,4490793.03179082
"543","MD","F",">=2",2005,2005,1110,"Harvest","NEG",16165,471702.662387818,4519839.51358181
"544","MD","M",">=2",2005,2005,1112,"Harvest","NEG",16164,471333.787152447,4516859.21668348
"545","MD","F",">=2",2005,2005,1001,"Harvest","NEG",16171,471950.81369637,4535092.31154492
"546","MD","F",">=2",2005,2005,1001,"Harvest","NEG",16171,472005.503659718,4535120.73002291
"547","MD","F",">=2",2005,2005,1230,"Harvest","NEG",16145,471639.73702576,4457008.4799635
"548","MD","M",">=2",2005,2006,125,"Harvest","NEG",16145,471506.291944459,4456979.47810672
"549","MD","F","1",2005,2005,1120,"Harvest","NEG",16166,472395.880480252,4520395.00615411
"550","MD","M",">=2",2005,2005,1108,"Harvest","NEG",16165,472075.241586193,4518297.86431591
"551","MD","M","1",2005,2005,1123,"Harvest","NEG",16165,472234.935327247,4518757.31410335
"552","MD","M",">=2",2005,2005,1123,"Harvest","NEG",16162,472542.401786186,4509014.30901923
"553","MD","F","<1",2005,2005,1230,"Harvest","NEG",16170,472906.463067383,4534252.91172335
"554","MD","F",">=2",2005,2005,1230,"Harvest","NEG",16170,472632.79692471,4533965.84783395
"555","MD","M",">=2",2005,2005,1102,"Harvest","NEG",16314,473141.675056145,4519188.69627826
"556","MD","M",">=2",2005,2005,1107,"Harvest","NEG",16309,472985.425023116,4504845.48603766
"557","MD","M","<1",2005,2005,1030,"Harvest","NEG",16308,472729.415622033,4499374.24606051
"558","MD","F","1",2005,2005,1027,"Harvest","NEG",16310,473491.640462749,4505029.7064539
"559","MD","M",">=2",2005,2005,1121,"Harvest","NEG",16310,473032.422269531,4506474.28463064
"560","MD","F",">=2",2005,2005,1121,"Harvest","NEG",16310,473444.2764837,4507773.50133243
"561","MD","M",">=2",2005,2005,1117,"Harvest","NEG",16311,473340.923232794,4508570.56026407
"562","MD","M",">=2",2005,2005,1121,"Harvest","NEG",16320,473719.256123111,4537282.71961463
"563","MD","F",">=2",2005,2006,123,"Harvest","POS",16319,473631.586850211,4533380.50293637
"564","MD","M",">=2",2005,2005,1101,"Harvest","POS",16319,473708.334981039,4532077.21193966
"565","MD","M",">=2",2005,2005,1121,"Harvest","NEG",16314,473989.48435951,4517942.40204189
"566","MD","F",">=2",2005,2005,1120,"Harvest","POS",16314,474167.49742087,4518091.29269011
"567","MD","F",">=2",2005,2005,1122,"Harvest","NEG",16314,474073.280611262,4519438.89924604
"568","MD","M",">=2",2005,2005,1120,"Harvest","NEG",16308,474201.244741544,4499048.65716326
"569","MD","F","1",2005,2005,1208,"Harvest","NEG",16298,474000.422348678,4470191.08178312
"570","MD","M",">=2",2005,2005,1025,"Harvest","NEG",16314,474962.49817533,4519914.35671628
"571","MD","M",">=2",2005,2005,1024,"Harvest","NEG",16314,474433.83513207,4517301.36056633
"572","MD","M",">=2",2005,2005,1122,"Harvest","NEG",16307,474710.364827789,4496537.66491804
"573","MD","F",">=2",2005,2005,1028,"Harvest","NEG",16308,474439.180960283,4499748.0548629
"574","MD","M",">=2",2005,2005,1121,"Harvest","NEG",16312,474472.664430834,4511135.05789803
