SPP,SEX,AGE,BIOYR,CALYR,MMDD,x,y,SAMPLE_MET,ANYPOSNO,Id
MD,M,>=2,2004,2004,1202,483116.000000,4499522.000000,Harvest,NEG,16755
MD,M,1,2004,2004,1017,483131.000000,4504290.000000,Harvest,NEG,16756
MD,M,>=2,2004,2004,1108,483131.000000,4504290.000000,Harvest,NEG,16756
MD,F,>=2,2004,2004,1023,483133.000000,4496334.000000,Harvest,NEG,16754
MD,M,>=2,2004,2004,1104,483151.000000,4505845.000000,Harvest,POS,16757
MD,M,>=2,2004,2004,1112,483155.000000,4507428.000000,Harvest,NEG,16757
MD,M,>=2,2004,2004,1112,483155.000000,4507428.000000,Harvest,NEG,16757
MD,M,>=2,2004,2004,1108,483170.000000,4520329.000000,Harvest,NEG,16762
MD,F,>=2,2004,2005,0104,483212.000000,4517111.000000,Harvest,NEG,16761
MD,M,>=2,2004,2004,1110,483223.000000,4463925.000000,Harvest,POS,16743
MD,M,>=2,2004,2004,1110,483223.000000,4463925.000000,Harvest,POS,16743
MD,M,>=2,2004,2004,1017,483240.000000,4465602.000000,Harvest,NEG,16743
MD,M,>=2,2004,2004,1016,483255.000000,4476216.000000,Harvest,NEG,16747
MD,F,>=2,2004,2004,1230,484496.000000,4478534.000000,Harvest,NEG,16748
MD,F,>=2,2004,2004,1206,484521.000000,4468887.000000,Harvest,NEG,16744
MD,F,<1,2004,2004,1112,484586.000000,4481744.000000,Harvest,NEG,16749
MD,M,>=2,2004,2004,1107,484623.000000,4486531.000000,Harvest,POS,16750
MD,M,>=2,2004,2004,1109,484636.000000,4483340.000000,Harvest,NEG,16749
MD,F,>=2,2004,2004,1022,484654.000000,4491343.000000,Harvest,NEG,16752
MD,M,>=2,2004,2004,1104,484654.000000,4491343.000000,Harvest,NEG,16752
MD,M,>=2,2004,2004,1101,484681.000000,4492998.000000,Harvest,NEG,16752
MD,F,>=2,2004,2004,1221,484737.000000,4533323.000000,Harvest,NEG,16766
MD,M,>=2,2004,2004,1018,484737.000000,4533323.000000,Harvest,NEG,16766
MD,M,>=2,2004,2004,1108,484737.000000,4533323.000000,Harvest,NEG,16766
MD,M,>=2,2004,2004,1108,484737.000000,4533323.000000,Harvest,NEG,16766
MD,M,>=2,2004,2004,1018,484740.000000,4501140.000000,Harvest,NEG,16755
MD,M,>=2,2004,2004,1018,484740.000000,4501140.000000,Harvest,NEG,16755
MD,M,>=2,2004,2004,1101,484741.000000,4510686.000000,Harvest,NEG,16758
MD,M,>=2,2004,2004,1108,484741.000000,4510686.000000,Harvest,NEG,16758
MD,M,>=2,2004,2004,0913,484749.000000,4509074.000000,Harvest,NEG,16758
MD,F,>=2,2004,2004,1108,484752.000000,4505856.000000,Harvest,NEG,16757
MD,M,1,2004,2004,1116,484807.000000,4515484.000000,Harvest,NEG,16760
MD,F,1,2004,2005,0118,484932.000000,4457459.000000,Harvest,NEG,16741
MD,M,>=2,2004,2004,1108,485849.000000,4468258.000000,Harvest,NEG,16893
MD,M,>=2,2004,2004,1108,485891.000000,4490457.000000,Harvest,POS,16901
MD,F,>=2,2004,2005,0131,486144.000000,4470488.000000,Harvest,NEG,16894
MD,F,>=2,2004,2004,1007,486144.000000,4470488.000000,Harvest,POS,16894
MD,F,1,2004,2004,0914,486147.000000,4473695.000000,Harvest,NEG,16895
MD,M,1,2004,2004,1112,486148.000000,4468889.000000,Harvest,NEG,16893
MD,F,>=2,2004,2004,1108,486172.000000,4478527.000000,Harvest,NEG,16897
MD,M,1,2004,2004,1105,486343.000000,4496320.000000,Harvest,NEG,16903
MD,M,>=2,2004,2004,1018,486368.000000,4501127.000000,Harvest,NEG,16904
MD,F,>=2,2004,2004,1028,486379.000000,4534741.000000,Harvest,NEG,16915
MD,F,>=2,2004,2004,1107,486390.000000,4533114.000000,Harvest,NEG,16915
MD,F,>=2,2004,2005,0128,486390.000000,4533114.000000,Harvest,NEG,16915
MD,M,>=2,2004,2004,1018,486390.000000,4533114.000000,Harvest,NEG,16915
MD,F,>=2,2004,2005,0103,486394.000000,4531521.000000,Harvest,NEG,16914
MD,M,>=2,2004,2004,1110,486394.000000,4531521.000000,Harvest,POS,16914
MD,F,>=2,2004,2004,1105,486432.000000,4518676.000000,Harvest,NEG,16910
MD,M,>=2,2004,2004,1107,486480.000000,4460664.000000,Harvest,NEG,16891
MD,F,>=2,2004,2005,0201,487813.000000,4473664.000000,Harvest,NEG,16895
MD,F,>=2,2004,2005,0201,487813.000000,4473664.000000,Harvest,POS,16895
MD,M,>=2,2004,2004,1018,487851.000000,4481723.000000,Harvest,NEG,16898
MD,F,<1,2004,2004,1221,488007.000000,4528298.000000,Harvest,NEG,17062
MD,M,1,2004,2004,1018,488030.000000,4533105.000000,Harvest,NEG,17064
MD,F,>=2,2004,2004,1129,488030.000000,4533105.000000,Harvest,NEG,17064
MD,F,>=2,2004,2004,1220,488030.000000,4533105.000000,Harvest,NEG,17064
MD,F,>=2,2004,2005,0110,488030.000000,4533105.000000,Harvest,NEG,17064
MD,F,>=2,2004,2005,0110,488030.000000,4533105.000000,Harvest,NEG,17064
MD,M,>=2,2004,2004,1107,488030.000000,4533105.000000,Harvest,POS,17064
MD,M,>=2,2004,2004,1108,488039.000000,4520247.000000,Harvest,NEG,17060
MD,F,>=2,2004,2004,1107,488074.000000,4462289.000000,Harvest,NEG,17040
MD,F,>=2,2004,2004,1126,489408.000000,4472054.000000,Harvest,NEG,17044
MD,F,>=2,2004,2005,0201,489419.000000,4473663.000000,Harvest,NEG,17044
MD,F,<1,2004,2004,1228,489619.000000,4526673.000000,Harvest,NEG,17062
MD,F,>=2,2004,2004,1228,489619.000000,4526673.000000,Harvest,NEG,17062
MD,F,1,2004,2004,0921,489689.000000,4463935.000000,Harvest,NEG,17041
MD,M,>=2,2004,2004,1019,491017.000000,4472052.000000,Harvest,POS,17193
MD,M,>=2,2004,2004,1022,491224.000000,4520243.000000,Harvest,NEG,17209
MD,M,>=2,2004,2004,1022,491224.000000,4520243.000000,Harvest,POS,17209
MD,F,>=2,2004,2005,0201,491310.000000,4460708.000000,Harvest,NEG,17189
MD,F,>=2,2004,2004,1110,492630.000000,4472040.000000,Harvest,NEG,17193
MD,F,>=2,2004,2004,0917,494294.000000,4480127.000000,Harvest,NEG,17344
MD,M,>=2,2004,2004,0917,494543.000000,4460725.000000,Harvest,POS,17338
MD,M,>=2,2004,2004,0901,495950.000000,4492995.000000,Harvest,NEG,17348
MD,F,>=2,2004,2004,0924,500745.000000,4489719.000000,Harvest,NEG,17645
MD,F,>=2,2004,2004,1030,502964.000000,4469422.000000,Harvest,NEG,17639
MD,F,1,2005,2005,0913,409237.000000,4535625.000000,Harvest,NEG,13042
MD,M,1,2005,2005,1108,411475.000000,4537608.000000,Harvest,NEG,13191
MD,M,1,2005,2005,1108,411475.000000,4537608.000000,Harvest,NEG,13191
MD,M,>=2,2005,2005,1108,411475.000000,4537608.000000,Harvest,NEG,13191
MD,M,>=2,2005,2005,1028,411983.000000,4532718.000000,Harvest,NEG,13190
MD,M,>=2,2005,2005,1028,411983.000000,4532718.000000,Harvest,NEG,13190
MD,F,>=2,2005,2005,1111,413439.000000,4538021.000000,Harvest,NEG,13341
MD,M,>=2,2005,2005,1111,413439.000000,4538021.000000,Harvest,NEG,13341
MD,F,>=2,2005,2005,0829,420432.000000,4533690.000000,Harvest,NEG,13637
MD,M,>=2,2005,2005,1206,420892.000000,4537329.000000,Harvest,NEG,13638
MD,M,1,2005,2005,1031,420921.000000,4537824.000000,Harvest,NEG,13638
MD,M,>=2,2005,2005,1122,421613.000000,4526036.000000,Harvest,NEG,13635
MD,F,<1,2005,2005,1121,421703.000000,4535716.000000,Harvest,NEG,13638
MD,M,>=2,2005,2005,1024,421703.000000,4537820.000000,Harvest,NEG,13638
MD,M,<1,2005,2005,1108,421729.000000,4534153.000000,Harvest,NEG,13637
MD,M,>=2,2005,2005,1121,422434.000000,4523602.000000,Harvest,NEG,13783
MD,F,>=2,2005,2005,1122,422485.000000,4536546.000000,Harvest,NEG,13787
MD,M,>=2,2005,2005,1102,423381.000000,4532535.000000,Harvest,NEG,13786
MD,M,>=2,2005,2005,1122,424181.000000,4532535.000000,Harvest,NEG,13786
MD,F,1,2005,2005,1027,425054.000000,4533344.000000,Harvest,NEG,13935
MD,M,>=2,2005,2005,1027,425054.000000,4533344.000000,Harvest,NEG,13935
MD,M,>=2,2005,2005,1030,427298.000000,4525132.000000,Harvest,NEG,13932
MD,M,>=2,2005,2005,1030,427298.000000,4525132.000000,Harvest,POS,13932
MD,M,1,2005,2005,1114,427494.000000,4533290.000000,Harvest,NEG,13935
MD,F,1,2005,2005,0830,438165.000000,4525290.000000,Harvest,NEG,14528
MD,M,>=2,2005,2005,0912,439810.000000,4526876.000000,Harvest,NEG,14529
MD,M,1,2005,2005,0901,441421.000000,4530129.000000,Harvest,NEG,14679
MD,M,1,2005,2005,0828,441464.000000,4525154.000000,Harvest,POS,14677
MD,M,>=2,2005,2005,1114,442623.000000,4532098.000000,Harvest,NEG,14680
MD,M,>=2,2005,2005,1024,442683.000000,4533667.000000,Harvest,NEG,14680
MD,M,1,2005,2005,1027,444238.000000,4532855.000000,Harvest,NEG,14829
MD,F,>=2,2005,2005,0916,444731.000000,4536445.000000,Harvest,NEG,14830
MD,M,<1,2005,2005,0918,446260.000000,4537845.000000,Harvest,NEG,14979
MD,M,1,2005,2005,1027,447335.000000,4519649.000000,Harvest,NEG,14973
MD,M,>=2,2005,2005,0916,447633.000000,4526825.000000,Harvest,NEG,14976
MD,M,>=2,2005,2005,0919,447633.000000,4526825.000000,Harvest,NEG,14976
MD,F,>=2,2005,2005,0919,447850.000000,4536364.000000,Harvest,NEG,14979
MD,F,>=2,2005,2005,0918,447850.000000,4536364.000000,Harvest,NEG,14979
MD,M,>=2,2005,2005,1027,448135.000000,4519649.000000,Harvest,NEG,14973
MD,F,<1,2005,2005,1031,449044.000000,4509092.000000,Harvest,NEG,15119
MD,M,1,2005,2005,1117,449124.000000,4513953.000000,Harvest,NEG,15120
MD,F,>=2,2005,2005,0902,449157.000000,4530122.000000,Harvest,NEG,15126
MD,F,>=2,2005,2005,1112,449375.000000,4511584.000000,Harvest,NEG,15120
MD,F,>=2,2005,2005,1121,449924.000000,4513153.000000,Harvest,NEG,15120
MD,F,1,2005,2005,1027,450488.000000,4533631.000000,Harvest,NEG,15127
MD,M,>=2,2005,2005,1027,450488.000000,4533631.000000,Harvest,NEG,15127
MD,M,1,2005,2005,1111,450632.000000,4512321.000000,Harvest,NEG,15120
MD,F,1,2005,2005,0907,450888.000000,4533231.000000,Harvest,NEG,15127
MD,M,>=2,2005,2005,0829,451126.000000,4507173.000000,Harvest,NEG,15118
MD,M,1,2005,2005,1111,451929.000000,4530432.000000,Harvest,NEG,15126
MD,M,>=2,2005,2005,1111,451929.000000,4530432.000000,Harvest,NEG,15126
MD,M,>=2,2005,2005,1031,452243.000000,4536814.000000,Harvest,NEG,15277
MD,M,>=2,2005,2005,1121,452295.000000,4508325.000000,Harvest,NEG,15268
MD,F,>=2,2005,2005,0910,452407.000000,4519840.000000,Harvest,NEG,15271
MD,F,>=2,2005,2005,0914,452658.000000,4510331.000000,Harvest,NEG,15268
MD,M,1,2005,2005,0913,452695.000000,4508725.000000,Harvest,NEG,15268
MD,M,>=2,2005,2005,1108,452729.000000,4529632.000000,Harvest,NEG,15275
MD,M,1,2005,2005,1121,453209.000000,4506047.000000,Harvest,NEG,15267
MD,M,>=2,2005,2005,1122,453674.000000,4513878.000000,Harvest,NEG,15269
MD,M,>=2,2005,2005,1121,453680.000000,4515505.000000,Harvest,NEG,15270
MD,M,>=2,2005,2005,1112,454387.000000,4531310.000000,Harvest,NEG,15275
MD,M,>=2,2005,2005,1027,454405.000000,4518660.000000,Harvest,NEG,15271
MD,M,>=2,2005,2005,1031,454584.000000,4536075.000000,Harvest,POS,15277
MD,F,>=2,2005,2005,1120,454669.000000,4510751.000000,Harvest,NEG,15268
MD,M,>=2,2005,2005,1026,455441.000000,4511541.000000,Harvest,NEG,15418
MD,M,>=2,2005,2005,1108,456083.000000,4534683.000000,Harvest,NEG,15425
MD,M,>=2,2005,2005,1029,456628.000000,4525812.000000,Harvest,NEG,15422
MD,F,>=2,2005,2005,1123,456804.000000,4514897.000000,Harvest,NEG,15419
MD,M,>=2,2005,2005,1123,456804.000000,4514897.000000,Harvest,NEG,15419
MD,M,>=2,2005,2005,1121,456903.000000,4537567.000000,Harvest,NEG,15426
MD,M,>=2,2005,2005,1117,457655.000000,4535525.000000,Harvest,NEG,15426
MD,M,>=2,2005,2005,1118,458140.000000,4528387.000000,Harvest,NEG,15572
MD,M,>=2,2005,2005,1121,458587.000000,4513189.000000,Harvest,NEG,15567
MD,M,1,2005,2005,1027,460617.000000,4528289.000000,Harvest,NEG,15572
MD,F,>=2,2005,2005,1120,461781.000000,4509305.000000,Harvest,NEG,15715
MD,M,>=2,2005,2005,1108,462581.000000,4508505.000000,Harvest,POS,15715
MD,F,>=2,2005,2005,1122,463152.000000,4528226.000000,Harvest,NEG,15721
MD,M,>=2,2005,2005,1207,463965.000000,4524925.000000,Harvest,NEG,15720
MD,F,>=2,2005,2005,1129,464200.000000,4510909.000000,Harvest,NEG,15864
MD,M,>=2,2005,2005,1108,464263.000000,4536940.000000,Harvest,NEG,15873
MD,M,>=2,2005,2005,1119,464804.000000,4527335.000000,Harvest,NEG,15870
MD,F,>=2,2005,2005,1108,464848.000000,4519150.000000,Harvest,NEG,15867
MD,M,>=2,2005,2005,1108,464848.000000,4519150.000000,Harvest,NEG,15867
MD,M,1,2005,2005,1121,464876.000000,4517490.000000,Harvest,NEG,15867
MD,F,>=2,2005,2005,1023,464977.000000,4512511.000000,Harvest,NEG,15865
MD,M,>=2,2005,2005,1106,464977.000000,4512511.000000,Harvest,NEG,15865
MD,F,>=2,2005,2005,1024,465600.000000,4533898.000000,Harvest,NEG,15872
MD,M,>=2,2005,2005,1101,465619.000000,4522436.000000,Harvest,NEG,15868
MD,M,>=2,2005,2005,1130,465632.000000,4519993.000000,Harvest,NEG,15867
MD,M,>=2,2005,2005,1024,466342.000000,4535562.000000,Harvest,NEG,15873
MD,M,>=2,2005,2005,1123,466342.000000,4535562.000000,Harvest,NEG,15873
MD,M,1,2005,2005,1117,466362.000000,4536395.000000,Harvest,NEG,15873
MD,F,>=2,2005,2005,1108,466372.000000,4488282.000000,Harvest,NEG,15857
MD,M,>=2,2005,2005,1117,466420.000000,4525725.000000,Harvest,NEG,15869
MD,F,1,2005,2005,1107,466528.000000,4493323.000000,Harvest,NEG,15859
MD,M,>=2,2005,2005,1110,466536.000000,4494181.000000,Harvest,NEG,15859
MD,F,>=2,2005,2005,1107,466609.000000,4510944.000000,Harvest,NEG,15864
MD,F,>=2,2005,2005,1121,466610.000000,4512534.000000,Harvest,NEG,15865
MD,M,1,2005,2005,0913,466832.000000,4489535.000000,Harvest,NEG,15857
MD,M,>=2,2005,2005,1125,467131.000000,4483464.000000,Harvest,NEG,16004
MD,M,>=2,2005,2005,1117,467142.000000,4535562.000000,Harvest,NEG,16022
MD,M,>=2,2005,2005,1121,467176.000000,4528950.000000,Harvest,NEG,16019
MD,F,<1,2005,2005,1023,467200.000000,4526561.000000,Harvest,NEG,16019
MD,F,>=2,2005,2005,1023,467200.000000,4526561.000000,Harvest,NEG,16019
MD,M,>=2,2005,2005,1028,467359.000000,4503799.000000,Harvest,NEG,16011
MD,M,>=2,2005,2005,1202,467437.000000,4508533.000000,Harvest,NEG,16013
MD,M,>=2,2005,2005,1202,467437.000000,4508533.000000,Harvest,NEG,16013
MD,M,1,2005,2005,1025,467487.000000,4507400.000000,Harvest,NEG,16012
MD,F,1,2005,2005,1024,467498.000000,4506124.000000,Harvest,NEG,16012
MD,F,>=2,2005,2005,1105,468040.000000,4526562.000000,Harvest,NEG,16019
MD,M,>=2,2005,2005,1123,468040.000000,4526562.000000,Harvest,NEG,16019
MD,F,>=2,2005,2005,1106,468069.000000,4485880.000000,Harvest,NEG,16005
MD,M,1,2005,2005,1024,468101.000000,4520018.000000,Harvest,NEG,16017
MD,M,>=2,2005,2005,1024,468101.000000,4520018.000000,Harvest,NEG,16017
MD,M,>=2,2005,2005,1118,468131.000000,4491634.000000,Harvest,NEG,16007
MD,M,>=2,2005,2005,1026,468168.000000,4497462.000000,Harvest,NEG,16009
MD,F,>=2,2005,2005,1025,468179.000000,4501451.000000,Harvest,NEG,16010
MD,M,>=2,2005,2005,1108,468299.000000,4509349.000000,Harvest,NEG,16013
MD,F,>=2,2005,2005,1106,468315.000000,4506937.000000,Harvest,NEG,16012
MD,F,>=2,2005,2005,1111,468315.000000,4506937.000000,Harvest,NEG,16012
MD,F,>=2,2005,2005,1208,468315.000000,4507737.000000,Harvest,NEG,16012
MD,F,>=2,2005,2005,1208,468315.000000,4507737.000000,Harvest,NEG,16012
MD,F,>=2,2005,2005,1112,468803.000000,4535556.000000,Harvest,NEG,16022
MD,M,>=2,2005,2005,1120,468817.000000,4528142.000000,Harvest,NEG,16019
MD,M,>=2,2005,2005,1110,468951.000000,4493277.000000,Harvest,NEG,16008
MD,M,>=2,2005,2005,1026,469030.000000,4514143.000000,Harvest,NEG,16015
MD,F,<1,2005,2005,1121,469115.000000,4506937.000000,Harvest,NEG,16012
MD,M,>=2,2005,2005,1118,469629.000000,4535564.000000,Harvest,NEG,16022
MD,F,>=2,2005,2005,1106,469740.000000,4522424.000000,Harvest,NEG,16017
MD,M,>=2,2005,2005,1024,469756.000000,4493198.000000,Harvest,NEG,16008
MD,M,>=2,2005,2005,1117,470556.000000,4492398.000000,Harvest,NEG,16156
MD,M,>=2,2005,2005,1022,470559.000000,4494906.000000,Harvest,NEG,16157
MD,M,>=2,2005,2005,1024,470571.000000,4516672.000000,Harvest,NEG,16164
MD,M,>=2,2005,2005,1029,471248.000000,4537205.000000,Harvest,POS,16171
MD,F,>=2,2005,2006,0117,471248.000000,4537598.000000,Harvest,NEG,16171
MD,M,>=2,2005,2005,1120,471251.000000,4535559.000000,Harvest,NEG,16171
MD,F,1,2005,2005,1117,471351.000000,4490807.000000,Harvest,NEG,16156
MD,F,>=2,2005,2005,1117,471351.000000,4490807.000000,Harvest,NEG,16156
MD,M,>=2,2005,2005,1117,471351.000000,4490807.000000,Harvest,NEG,16156
MD,F,>=2,2005,2005,1110,471398.000000,4519967.000000,Harvest,NEG,16165
MD,M,>=2,2005,2005,1112,471404.000000,4516664.000000,Harvest,NEG,16164
MD,F,>=2,2005,2005,1001,471651.000000,4535159.000000,Harvest,NEG,16171
MD,F,>=2,2005,2005,1001,471651.000000,4535159.000000,Harvest,NEG,16171
MD,F,>=2,2005,2005,1230,471705.000000,4457195.000000,Harvest,NEG,16145
MD,M,>=2,2005,2006,0125,471705.000000,4457195.000000,Harvest,NEG,16145
MD,F,1,2005,2005,1120,472198.000000,4520767.000000,Harvest,NEG,16166
MD,M,>=2,2005,2005,1108,472200.000000,4518328.000000,Harvest,NEG,16165
MD,M,1,2005,2005,1123,472200.000000,4519128.000000,Harvest,NEG,16165
MD,M,>=2,2005,2005,1123,472360.000000,4509367.000000,Harvest,NEG,16162
MD,F,<1,2005,2005,1230,472890.000000,4533889.000000,Harvest,NEG,16170
MD,F,>=2,2005,2005,1230,472890.000000,4533889.000000,Harvest,NEG,16170
MD,M,>=2,2005,2005,1102,473050.000000,4519125.000000,Harvest,NEG,16314
MD,M,>=2,2005,2005,1107,473064.000000,4504677.000000,Harvest,NEG,16309
MD,M,<1,2005,2005,1030,473119.000000,4499143.000000,Harvest,NEG,16308
MD,F,1,2005,2005,1027,473126.000000,4505425.000000,Harvest,NEG,16310
MD,M,>=2,2005,2005,1121,473126.000000,4506225.000000,Harvest,NEG,16310
MD,F,>=2,2005,2005,1121,473132.000000,4507798.000000,Harvest,NEG,16310
MD,M,>=2,2005,2005,1117,473151.000000,4508560.000000,Harvest,NEG,16311
MD,M,>=2,2005,2005,1121,473673.000000,4537179.000000,Harvest,NEG,16320
MD,F,>=2,2005,2006,0123,473690.000000,4533089.000000,Harvest,POS,16319
MD,M,>=2,2005,2005,1101,473706.000000,4532247.000000,Harvest,POS,16319
MD,M,>=2,2005,2005,1121,473850.000000,4518325.000000,Harvest,NEG,16314
MD,F,>=2,2005,2005,1120,473850.000000,4518325.000000,Harvest,POS,16314
MD,F,>=2,2005,2005,1122,473850.000000,4519125.000000,Harvest,NEG,16314
MD,M,>=2,2005,2005,1120,473919.000000,4499143.000000,Harvest,NEG,16308
MD,F,1,2005,2005,1208,474310.000000,4470064.000000,Harvest,NEG,16298
MD,M,>=2,2005,2005,1025,474699.000000,4519922.000000,Harvest,NEG,16314
MD,M,>=2,2005,2005,1024,474726.000000,4517499.000000,Harvest,NEG,16314
MD,M,>=2,2005,2005,1122,474729.000000,4496750.000000,Harvest,NEG,16307
MD,F,>=2,2005,2005,1028,474740.000000,4499956.000000,Harvest,NEG,16308
MD,M,>=2,2005,2005,1121,474746.000000,4511074.000000,Harvest,NEG,16312
MD,M,>=2,2005,2005,1121,474746.000000,4511074.000000,Harvest,NEG,16312
MD,M,>=2,2005,2005,1121,474746.000000,4511074.000000,Harvest,POS,16312
MD,M,>=2,2005,2005,1205,475101.000000,4466868.000000,Harvest,NEG,16297
MD,M,>=2,2005,2005,1107,475342.000000,4485995.000000,Harvest,NEG,16303
MD,M,>=2,2005,2005,1108,475394.000000,4493187.000000,Harvest,NEG,16306
MD,F,>=2,2005,2005,1219,475716.000000,4459779.000000,Harvest,NEG,16294
MD,M,>=2,2005,2006,0125,475716.000000,4464650.000000,Harvest,NEG,16296
MD,M,>=2,2005,2006,0125,475716.000000,4464650.000000,Harvest,POS,16296
MD,F,>=2,2005,2006,0109,475949.000000,4468481.000000,Harvest,NEG,16297
MD,F,>=2,2005,2006,0127,475964.000000,4470070.000000,Harvest,NEG,16298
MD,M,>=2,2005,2005,1117,476123.000000,4485190.000000,Harvest,NEG,16452
MD,M,>=2,2005,2005,1117,476123.000000,4485190.000000,Harvest,NEG,16452
MD,M,>=2,2005,2005,1110,476191.000000,4487668.000000,Harvest,NEG,16453
MD,M,<1,2005,2005,1128,476351.000000,4520730.000000,Harvest,NEG,16464
MD,M,>=2,2005,2005,1118,476366.000000,4499950.000000,Harvest,NEG,16457
MD,F,>=2,2005,2005,0909,476526.000000,4537986.000000,Harvest,NEG,16469
MD,F,>=2,2005,2006,0131,476740.000000,4467675.000000,Harvest,NEG,16446
MD,M,>=2,2005,2005,1122,476828.000000,4479610.000000,Harvest,POS,16450
MD,F,>=2,2005,2005,1112,476900.000000,4482810.000000,Harvest,NEG,16451
MD,M,>=2,2005,2005,1028,476923.000000,4485190.000000,Harvest,NEG,16452
MD,M,>=2,2005,2005,1111,476923.000000,4485190.000000,Harvest,NEG,16452
MD,M,>=2,2005,2005,1122,476979.000000,4486840.000000,Harvest,NEG,16452
MD,M,>=2,2005,2005,1121,477131.000000,4507857.000000,Harvest,NEG,16459
MD,M,>=2,2005,2005,1121,477131.000000,4507857.000000,Harvest,NEG,16459
MD,M,>=2,2005,2005,1024,477132.000000,4509459.000000,Harvest,NEG,16460
MD,F,>=2,2005,2005,1201,477162.000000,4515880.000000,Harvest,NEG,16462
MD,F,>=2,2005,2005,1201,477162.000000,4515880.000000,Harvest,NEG,16462
MD,M,>=2,2005,2005,1118,477322.000000,4464726.000000,Harvest,NEG,16445
MD,M,>=2,2005,2005,1118,477322.000000,4464726.000000,Harvest,NEG,16445
MD,F,>=2,2005,2006,0117,477407.000000,4475991.000000,Harvest,NEG,16449
MD,M,>=2,2005,2005,1107,477584.000000,4467677.000000,Harvest,NEG,16446
MD,F,>=2,2005,2006,0109,477584.000000,4467677.000000,Harvest,POS,16446
MD,F,1,2005,2005,1120,477651.000000,4473256.000000,Harvest,NEG,16448
MD,F,>=2,2005,2005,1129,477651.000000,4474056.000000,Harvest,NEG,16448
MD,M,>=2,2005,2005,1116,477651.000000,4474056.000000,Harvest,NEG,16448
MD,M,>=2,2005,2005,1116,477651.000000,4474056.000000,Harvest,POS,16448
MD,M,>=2,2005,2005,1108,477778.000000,4529863.000000,Harvest,POS,16467
MD,M,>=2,2005,2005,1121,477787.000000,4528238.000000,Harvest,NEG,16466
MD,M,<1,2005,2005,1110,477797.000000,4536361.000000,Harvest,NEG,16469
MD,M,>=2,2005,2005,1121,477899.000000,4525648.000000,Harvest,NEG,16465
MD,M,>=2,2005,2005,1121,477982.000000,4506251.000000,Harvest,NEG,16459
MD,M,>=2,2005,2005,0829,478034.000000,4472072.000000,Harvest,NEG,16448
MD,M,>=2,2005,2005,1118,478399.000000,4468478.000000,Harvest,NEG,16446
MD,F,>=2,2005,2005,1228,478399.000000,4469278.000000,Harvest,NEG,16447
MD,F,>=2,2005,2005,1228,478399.000000,4469278.000000,Harvest,NEG,16447
MD,F,1,2005,2006,0106,478578.000000,4530663.000000,Harvest,NEG,16467
MD,M,>=2,2005,2005,1108,478611.000000,4483635.000000,Harvest,NEG,16451
MD,M,>=2,2005,2005,1108,478755.000000,4497542.000000,Harvest,NEG,16456
MD,M,>=2,2005,2005,1108,478761.000000,4499949.000000,Harvest,NEG,16457
MD,F,>=2,2005,2005,1107,478766.000000,4520757.000000,Harvest,NEG,16464
MD,M,>=2,2005,2005,1031,478792.000000,4507825.000000,Harvest,NEG,16459
MD,M,>=2,2005,2005,1117,478892.000000,4466189.000000,Harvest,POS,16446
MD,M,>=2,2005,2005,1118,478980.000000,4460516.000000,Harvest,NEG,16444
MD,M,>=2,2005,2005,1109,478980.000000,4460516.000000,Harvest,POS,16444
MD,F,1,2005,2005,1223,479314.000000,4478113.000000,Harvest,NEG,16599
MD,M,1,2005,2005,1116,479314.000000,4478113.000000,Harvest,NEG,16599
MD,M,>=2,2005,2005,1121,479435.000000,4488512.000000,Harvest,NEG,16602
MD,F,>=2,2005,2005,1212,479435.000000,4537584.000000,Harvest,NEG,16618
MD,M,>=2,2005,2005,1025,479457.000000,4483712.000000,Harvest,NEG,16600
MD,M,>=2,2005,2005,1025,479457.000000,4483712.000000,Harvest,NEG,16600
MD,F,>=2,2005,2005,1121,479492.000000,4525663.000000,Harvest,NEG,16614
MD,M,>=2,2005,2005,1110,479534.000000,4496741.000000,Harvest,NEG,16605
MD,F,>=2,2005,2005,1214,479554.000000,4521553.000000,Harvest,NEG,16613
MD,M,>=2,2005,2005,1024,479554.000000,4521553.000000,Harvest,NEG,16613
MD,M,>=2,2005,2005,1119,479768.000000,4460319.000000,Harvest,NEG,16593
MD,M,>=2,2005,2006,0118,479768.000000,4461119.000000,Harvest,NEG,16593
MD,M,>=2,2005,2005,1109,479768.000000,4461119.000000,Harvest,POS,16593
MD,F,>=2,2005,2005,1002,479968.000000,4520345.000000,Harvest,NEG,16613
MD,M,>=2,2005,2005,1117,480030.000000,4473244.000000,Harvest,NEG,16597
MD,M,>=2,2005,2005,0919,480130.000000,4465639.000000,Harvest,NEG,16594
MD,M,>=2,2005,2005,1121,480184.000000,4529858.000000,Harvest,NEG,16616
MD,F,>=2,2005,2006,0201,480222.000000,4534732.000000,Harvest,NEG,16617
MD,M,>=2,2005,2005,1122,480356.000000,4501488.000000,Harvest,NEG,16606
MD,M,>=2,2005,2005,1122,480387.000000,4505457.000000,Harvest,NEG,16608
MD,M,>=2,2005,2005,1114,480553.000000,4462160.000000,Harvest,NEG,16593
MD,M,>=2,2005,2005,1107,480800.000000,4503943.000000,Harvest,NEG,16607
MD,F,>=2,2005,2005,1207,480830.000000,4473268.000000,Harvest,POS,16597
MD,M,>=2,2005,2005,1117,480853.000000,4470052.000000,Harvest,NEG,16596
MD,M,>=2,2005,2005,1026,480861.000000,4477295.000000,Harvest,NEG,16598
